gene	pval	dev_exp	fdr	significant	effect_size	regulation	pseudoDEG
18 - NCAPH2	3.283025683942231e-05	0.6765035364300227	0.00019717871975629016	True	5.295779602052246	DOWN	False
6 - ANKDD1A	3.303237827168015e-05	0.6583637747314575	0.00019779867228550987	True	4.891311510209992	DOWN	False
18 - METTL2B	3.340796068429519e-05	0.6755911552828605	0.0001992251542282637	True	5.284889067235788	DOWN	False
18 - MARK4	3.3469825910348305e-05	0.6749007793635466	0.0001992251542282637	True	5.268400904208549	DOWN	False
18 - GAN	3.368429435302023e-05	0.6613346385986026	0.00019990679141258295	True	4.93494912581782	DOWN	False
18 - CUL4B	3.402795824425375e-05	0.6924653261573633	0.00020111237601842306	True	5.718881982053088	DOWN	False
18 - SFMBT2	3.408854773512271e-05	0.6950424393282633	0.00020111237601842306	True	5.766601539061583	DOWN	False
6 - FCRL1	3.421485192711682e-05	0.6669816434504325	0.00020126383486539305	True	5.131503303476835	DOWN	False
18 - IFT80	3.4533863591534875e-05	0.6546859529205039	0.00020237013411746643	True	4.793015609128148	DOWN	False
18 - SKIV2L	3.460529293408676e-05	0.6609399778331473	0.00020237013411746643	True	4.943797174023197	DOWN	False
18 - SNHG19	3.471208680938531e-05	0.643482563115568	0.00020240283853868984	True	4.509058603193248	DOWN	False
18 - ERCC3	3.511758658436559e-05	0.65915118792206	0.00020417201502538135	True	4.91588543073358	DOWN	False
18 - GXYLT1	3.575013203116484e-05	0.6787467828099087	0.00020724714220965126	True	5.389047909827059	DOWN	False
15 - CHERP	3.624675516555875e-05	0.6672319636193803	0.00020951881598588876	True	5.11585730468831	DOWN	False
15 - TP53	3.6591112729023045e-05	0.6664772622026257	0.00021089978518168905	True	5.095007983440117	DOWN	False
18 - CRKL	3.706899672917263e-05	0.6723978686560932	0.0002130067010187017	True	5.253589941538441	DOWN	False
18 - MBD6	3.7169669327763444e-05	0.6775269279188567	0.0002130067010187017	True	5.371186283253616	DOWN	False
18 - ZNF664	3.753021454322436e-05	0.6665396914751904	0.00021445836881842494	True	5.130371773479047	DOWN	False
15 - QRSL1	3.7927892445055456e-05	0.6736742624590344	0.0002148889090371414	True	5.282989437882827	DOWN	False
15 - OSBPL3	3.78708124501026e-05	0.6813401093827391	0.0002148889090371414	True	5.456965399748264	DOWN	False
15 - NUP133	3.780604629544104e-05	0.6556403902723027	0.0002148889090371414	True	4.877342009917186	DOWN	False
6 - TMEM44	3.866576548494649e-05	0.6520066891923135	0.0002178352985067408	True	4.814956273978936	DOWN	False
15 - ACVR1	3.8585738278640314e-05	0.6558958847831851	0.0002178352985067408	True	4.888179829191792	DOWN	False
18 - PPP1R9B	3.890617828194998e-05	0.6593045016033163	0.0002185740352918538	True	4.965042771066094	DOWN	False
15 - TIGAR	3.9702310972167254e-05	0.6562730366886361	0.0002211827909312939	True	4.90876912730508	DOWN	False
18 - GALT	3.95420313376027e-05	0.6895153608498206	0.0002211827909312939	True	5.697255217412769	DOWN	False
15 - PSTK	3.9687736244520266e-05	0.6612325947775781	0.0002211827909312939	True	5.03540306116097	DOWN	False
18 - GCC1	4.020083301969901e-05	0.6432041553480863	0.00022333796122055006	True	4.604252361106523	DOWN	False
15 - FAM184B	4.072978085944978e-05	0.6628623680094771	0.00022564975545401542	True	5.093253966863119	DOWN	False
15 - GXYLT1	4.092517483578195e-05	0.6706632703957531	0.00022610593831923732	True	5.250005053822124	DOWN	False
18 - CTSF	4.141453184891564e-05	0.6839007325194832	0.00022817923883700075	True	5.591320477209921	DOWN	False
15 - MBTD1	4.203588412621251e-05	0.6795479001243198	0.00023026832322014113	True	5.462288065410198	DOWN	False
15 - PIGG	4.1935341606347265e-05	0.6517570711841802	0.00023026832322014113	True	4.8275488209301	DOWN	False
18 - IDE	4.226892649605851e-05	0.6539544851577583	0.00023026832322014113	True	4.901247822469867	DOWN	False
18 - TRAF1	4.225384129541432e-05	0.6867732201027448	0.00023026832322014113	True	5.661332273002194	DOWN	False
15 - ZNF266	4.236937147250597e-05	0.6696127135989502	0.00023026832322014113	True	5.253392747062523	DOWN	False
15 - BCL3	4.271849906090086e-05	0.6404734046611471	0.0002313081127825212	True	4.5556339073989065	DOWN	False
6 - CLUH	4.279200086476642e-05	0.6731431992937325	0.0002313081127825212	True	5.365257984881887	DOWN	False
15 - NRF1	4.296675778547865e-05	0.6575977023181478	0.0002316267266063539	True	4.988773607477637	DOWN	False
15 - PEX19	4.3231345068561744e-05	0.6690220497719346	0.0002324265863901169	True	5.232779687347169	DOWN	False
18 - HIPK2	4.35677207040186e-05	0.6772510584671703	0.00023360708152288793	True	5.458723414121726	DOWN	False
6 - SYNJ1	4.3742214167141746e-05	0.6614869985385656	0.00023391558378150666	True	5.078887237937674	DOWN	False
15 - VPS39	4.4476603160203965e-05	0.6594540315834458	0.00023537011495436712	True	5.028289590236521	DOWN	False
15 - GLRX2	4.460263678385257e-05	0.663546398720336	0.00023537011495436712	True	5.132911300710981	DOWN	False
6 - IL15	4.4250600628514825e-05	0.6685382403964321	0.00023537011495436712	True	5.2670969357865705	DOWN	False
15 - ZNF354A	4.4288847836915224e-05	0.6604606226965223	0.00023537011495436712	True	5.058093061437383	DOWN	False
18 - ZBTB40	4.456971659871911e-05	0.668676416307882	0.00023537011495436712	True	5.255838410046779	DOWN	False
15 - ARFGAP1	4.6142747272215345e-05	0.6691518638431413	0.00023678017329509533	True	5.268218087010689	DOWN	False
15 - POLL	4.617213379254359e-05	0.6877994794601656	0.00023678017329509533	True	5.687297696505007	DOWN	False
15 - WARS	4.538117168273459e-05	0.6572261359277844	0.00023678017329509533	True	5.006552389319962	DOWN	False
18 - RASA1	4.604914466133092e-05	0.6431485491541031	0.00023678017329509533	True	4.684007445403982	DOWN	False
18 - MARCH8	4.615389900952671e-05	0.6771316789131521	0.00023678017329509533	True	5.488392957473036	DOWN	False
15 - TUBGCP5	4.558380882002666e-05	0.6599123563830833	0.00023678017329509533	True	5.047661875605694	DOWN	False
18 - METAP1	4.5868566236673125e-05	0.6824109236303035	0.00023678017329509533	True	5.594961159173419	DOWN	False
18 - DNAJC14	4.5943929803615724e-05	0.6362269259033937	0.00023678017329509533	True	4.507491728295056	DOWN	False
15 - C17orf67	4.6060238775069706e-05	0.6689072240862363	0.00023678017329509533	True	5.256370660687041	DOWN	False
18 - ITPR3	4.5759877449147446e-05	0.6341606074714269	0.00023678017329509533	True	4.464477587532399	DOWN	False
15 - DIP2B	4.530563295435108e-05	0.6651141986930755	0.00023678017329509533	True	5.171168678554669	DOWN	False
15 - PECR	4.654470851939152e-05	0.6648299293274779	0.00023808035048282107	True	5.16886705428857	DOWN	False
18 - FAM122B	4.666837220190789e-05	0.6684970477984118	0.0002381039398056525	True	5.274983329835663	DOWN	False
6 - HIRA	4.6911982559127985e-05	0.6464443298630242	0.00023824414253428497	True	4.758594350379961	DOWN	False
15 - DCAF6	4.693409607925414e-05	0.6645675786373687	0.00023824414253428497	True	5.167770140640297	DOWN	False
6 - ACP6	4.788691991497451e-05	0.6699286830845732	0.00024246541729101018	True	5.3286790687852434	DOWN	False
18 - CDCA4	4.8454583203905166e-05	0.680617818323902	0.0002428703982421121	True	5.542037454584069	DOWN	False
17 - NOL3	4.857407964842242e-05	0.6545689199025707	0.0002428703982421121	True	4.989571500401772	DOWN	False
15 - GTPBP3	4.818823510865933e-05	0.672541032295386	0.0002428703982421121	True	5.353518752671577	DOWN	False
15 - SIDT1	4.854394612063828e-05	0.6470154632265015	0.0002428703982421121	True	4.795521594368791	DOWN	False
18 - ATP2A2	4.854422148825588e-05	0.672329527643732	0.0002428703982421121	True	5.366298894451322	DOWN	False
18 - WWP2	4.893079256840238e-05	0.655937524638959	0.00024404385320898943	True	5.012321024451344	DOWN	False
18 - PPFIA1	4.9260754741986545e-05	0.6585591704624733	0.0002441832586916793	True	5.058793487363648	DOWN	False
15 - ARSG	4.914167929026547e-05	0.642716952872319	0.0002441832586916793	True	4.710512520338754	DOWN	False
18 - IFIH1	4.932501825571922e-05	0.6607516839288963	0.0002441832586916793	True	5.127597445159961	DOWN	False
18 - CSTF3	5.009765314034631e-05	0.6457060972667137	0.00024536626620740866	True	4.776100340037416	DOWN	False
18 - ARAP1	4.975096040304994e-05	0.6418587673611402	0.00024536626620740866	True	4.690124091172293	DOWN	False
18 - UBAP1	4.995593077239402e-05	0.6581887846714	0.00024536626620740866	True	5.068797279706528	DOWN	False
18 - FAM228B	5.028180301902552e-05	0.6710830835809747	0.00024536626620740866	True	5.381612568277293	DOWN	False
18 - IPP	5.0203093128420306e-05	0.644722436253451	0.00024536626620740866	True	4.7616732162764155	DOWN	False
6 - MRPL39	5.030008457251878e-05	0.6675818574822638	0.00024536626620740866	True	5.269016548517144	DOWN	False
18 - ANKFY1	5.093766888519813e-05	0.668907702112409	0.0002474425535408842	True	5.313559191017814	DOWN	False
15 - POR	5.0973166029422146e-05	0.6561393301387561	0.0002474425535408842	True	5.009780224607711	DOWN	False
15 - ZBTB37	5.140209636189663e-05	0.673193497456289	0.00024790314192632345	True	5.394700943904582	DOWN	False
18 - CDIP1	5.156146813389828e-05	0.6442160880364591	0.00024790314192632345	True	4.753522389014217	DOWN	False
6 - SEC31B	5.1522576358098426e-05	0.646645829112068	0.00024790314192632345	True	4.841854853944093	DOWN	False
15 - TMEM8A	5.1563853520675274e-05	0.6823598111109956	0.00024790314192632345	True	5.604180143133468	DOWN	False
6 - SPPL2B	5.179966969637295e-05	0.6340084123934087	0.0002484396628123403	True	4.508109673454655	DOWN	False
15 - STRIP1	5.197208281637611e-05	0.6412527535999015	0.00024867025270993353	True	4.707895600236378	DOWN	False
18 - NOL4L	5.239208259355532e-05	0.6561172632861152	0.00025008153982603975	True	5.022692645928989	DOWN	False
15 - ANO9	5.26820277535478e-05	0.6459546408145385	0.00025078440050140395	True	4.81623008123657	DOWN	False
18 - LPAR2	5.279011630554553e-05	0.6348511859591717	0.00025078440050140395	True	4.550855188359684	DOWN	False
10 - PAM	5.300280973263849e-05	0.653814350795193	0.0002511981503916516	True	4.998382981423611	DOWN	False
6 - KCTD9	5.373543794673363e-05	0.6533682288446498	0.0002540682645235633	True	5.011468331809012	DOWN	False
18 - HEATR5B	5.42020850775593e-05	0.6640228253702308	0.00025552197280104597	True	5.241040514099516	DOWN	False
18 - YIF1B	5.429841922022227e-05	0.6620370790973584	0.00025552197280104597	True	5.189580776511264	DOWN	False
15 - ALDH6A1	5.456208579901478e-05	0.6693544564741833	0.00025616002722542153	True	5.332181191393587	DOWN	False
6 - PLCXD2	5.507351952105388e-05	0.6382146539630842	0.00025675300476015795	True	4.699056901158391	DOWN	False
18 - PNPLA6	5.494802191363668e-05	0.6676695260737104	0.00025675300476015795	True	5.3453652137289485	DOWN	False
6 - C2CD3	5.5032005504163095e-05	0.6336773465908915	0.00025675300476015795	True	4.546313152001581	DOWN	False
18 - CTSH	5.657290681304605e-05	0.6912867310920763	0.0002631297991304468	True	5.850390025895997	DOWN	False
18 - L3MBTL3	5.672505337450673e-05	0.6766322955937141	0.0002632253056821658	True	5.546452875644632	DOWN	False
18 - CMTR1	5.70510736954688e-05	0.6221047897177305	0.00026412534118272593	True	4.306569740658586	DOWN	False
6 - NUP93	5.900848386897195e-05	0.653953095677102	0.00027255650747793047	True	5.069254219650228	DOWN	False
15 - PBX4	5.925666811712471e-05	0.642657619045211	0.0002730722033047222	True	4.797259633572882	DOWN	False
15 - PDPR	6.028726683449115e-05	0.641639714596651	0.000277182836020649	True	4.805213928582645	DOWN	False
18 - UBP1	6.07318843236504e-05	0.6454827148503925	0.00027858662533784584	True	4.8679211914694465	DOWN	False
18 - DSTYK	6.133440552358316e-05	0.6575581437025994	0.0002807066614351632	True	5.14973659038925	DOWN	False
18 - TRIM25	6.17766781669804e-05	0.6255047906642742	0.0002820852884337005	True	4.439967532712831	DOWN	False
18 - NUP62	6.370964347424124e-05	0.6662836472956057	0.00029024894521294416	True	5.366421310093235	DOWN	False
15 - CEP55	6.40334684440802e-05	0.6365455899814965	0.0002910612202003645	True	4.730802121367083	DOWN	False
18 - OMA1	6.428190205765016e-05	0.6405773996339164	0.00029152790048820936	True	4.781120424244323	DOWN	False
6 - PXMP4	6.47766721572074e-05	0.6363988263407898	0.0002931071138335176	True	4.722598146122608	DOWN	False
18 - TMED7	6.503029974114227e-05	0.6653524748945763	0.000293590518018701	True	5.359013644942833	DOWN	False
18 - PLCG1	6.559571902020611e-05	0.6285037514974856	0.0002954762118027302	True	4.5414611832122596	DOWN	False
18 - PRMT9	6.590881345935884e-05	0.6436953409011572	0.00029595667402891645	True	4.877080527819695	DOWN	False
17 - TBC1D24	6.599833830844837e-05	0.6536875218049397	0.00029595667402891645	True	5.1166878819139106	DOWN	False
6 - DNASE1L1	6.826401566151219e-05	0.6575761982970778	0.0003054318374116876	True	5.193803973096208	DOWN	False
18 - SSH1	6.898302152291702e-05	0.6279509451981484	0.0003079599175130224	True	4.555761699585931	DOWN	False
18 - OSBPL3	6.961404965333262e-05	0.6447116826320192	0.0003100848536896776	True	4.920689594175067	DOWN	False
18 - TMEM127	6.991862135796723e-05	0.6347414083935394	0.00031074942825763213	True	4.7001764415340315	DOWN	False
18 - C12orf76	7.012926286009691e-05	0.678081517025579	0.00031099451379200404	True	5.645767842101304	DOWN	False
15 - UVSSA	7.084115817990178e-05	0.6496506975675566	0.00031345645212345916	True	5.031082925799222	DOWN	False
15 - EPS15L1	7.133990538576995e-05	0.6258662023271939	0.0003149664696943486	True	4.518978064921294	DOWN	False
6 - CLPB	7.168043753069675e-05	0.6437609645406188	0.00031577285255813544	True	4.969456982118998	DOWN	False
15 - FAM120B	7.278585331782494e-05	0.62303276989476	0.0003199378167816481	True	4.472486531144026	DOWN	False
18 - TUBB2A	7.298112559084302e-05	0.6317839057772746	0.0003200926561001887	True	4.653631207132232	DOWN	False
15 - ZNF251	7.472840121758306e-05	0.6571147676123011	0.00032561394866049265	True	5.193110759528293	DOWN	False
18 - HMGN4	7.441307009137255e-05	0.6277465232235856	0.00032561394866049265	True	4.587277750282426	DOWN	False
6 - DENND1A	7.460021965022268e-05	0.6167970621676199	0.00032561394866049265	True	4.4059677246654365	DOWN	False
18 - EAF1	7.515624446896574e-05	0.6191980950383396	0.000326766280299851	True	4.408390757522686	DOWN	False
18 - NNT	7.555478540333116e-05	0.6737954296823023	0.0003277864876500267	True	5.585473734081105	DOWN	False
18 - LIPA	7.714620355858681e-05	0.6529501409922234	0.00033396624917137146	True	5.1398843167050945	DOWN	False
15 - CAMTA2	7.740606104078562e-05	0.6317511705918508	0.00033436743430144975	True	4.694836835611876	DOWN	False
18 - MTA2	8.37538382785219e-05	0.6610985018559634	0.0003602315624882662	True	5.362976771939732	DOWN	False
18 - TRAPPC9	8.372099784204057e-05	0.6232433086359621	0.0003602315624882662	True	4.52897092961621	DOWN	False
18 - PSTK	8.397113357261343e-05	0.6790056616909819	0.00036039113121293315	True	5.705090527112659	DOWN	False
18 - HNRNPUL2	8.446948124396503e-05	0.6476084596409661	0.0003617536669977089	True	5.0430789105887435	DOWN	False
15 - ZNF12	8.67199961535059e-05	0.6282798351351815	0.0003705982741602816	True	4.681835827822771	DOWN	False
15 - BAG4	8.74259448675474e-05	0.6197252167254415	0.0003728185282198184	True	4.495947459617024	DOWN	False
15 - ZNF585A	8.765247791675534e-05	0.6207927503591154	0.0003729892677308738	True	4.549789269058369	DOWN	False
18 - ZNF506	8.831666900444013e-05	0.6693166242839169	0.000375017702778939	True	5.538635065300952	DOWN	False
6 - NRBP2	8.899519473271056e-05	0.638189834488708	0.00037668021503929226	True	4.947285819572568	DOWN	False
18 - MDN1	8.908487085679262e-05	0.6471470393660653	0.00037668021503929226	True	5.081171495177947	DOWN	False
15 - SNHG22	9.004695391989781e-05	0.620411039261626	0.000379944953248514	True	4.537547036336097	DOWN	False
17 - ACAD8	9.063240631002056e-05	0.6570354476298456	0.00038001008935019105	True	5.353800709161884	DOWN	False
17 - ZBTB41	9.059471273253905e-05	0.6131013637923752	0.00038001008935019105	True	4.409416229365516	DOWN	False
18 - MSRB1	9.041233943174465e-05	0.6166392085154431	0.00038001008935019105	True	4.438536477352772	DOWN	False
15 - GGA3	9.18560360136933e-05	0.6330141970566641	0.00038355340825287743	True	4.783933421004839	DOWN	False
6 - DDX11	9.186104127656414e-05	0.6205463299375242	0.00038355340825287743	True	4.580324971326197	DOWN	False
15 - SLC41A1	9.290864280386835e-05	0.6130312105341866	0.00038666593136255035	True	4.389700856427731	DOWN	False
15 - DNHD1	9.299315649269335e-05	0.6122602623142142	0.00038666593136255035	True	4.383692928018008	DOWN	False
15 - ZNF316	9.426791381572652e-05	0.6280479842616233	0.0003911531693598611	True	4.706194093212107	DOWN	False
18 - GPALPP1	9.468878614327103e-05	0.6370931322663079	0.00039208607098662954	True	4.90087963254064	DOWN	False
18 - LEMD3	9.50979367224658e-05	0.6430006734014299	0.0003929666806713463	True	5.026693598241318	DOWN	False
6 - FBXW9	9.572754804532124e-05	0.6435856715492152	0.00039475277544462366	True	5.059519687702791	DOWN	False
6 - ELL	9.7405341393908e-05	0.6262732306987879	0.0004008450263123786	True	4.736719959742555	DOWN	False
18 - ATF2	9.813357364096831e-05	0.649772926763399	0.00040301262275551665	True	5.167965518565398	DOWN	False
15 - LYSMD3	9.981896453126193e-05	0.6200797435781991	0.0004090941169314014	True	4.561911959168172	DOWN	False
18 - DUSP5	0.00010178729920695684	0.6408663214763548	0.00041619787353334	True	5.0028040227182435	DOWN	False
15 - NUP205	0.0001019684790156683	0.6073916991605276	0.00041619787353334	True	4.325825520139388	DOWN	False
18 - ASAP1	0.00010327070327242893	0.6229338596912515	0.0004197996067984916	True	4.646438772539347	DOWN	False
15 - OAS2	0.0001030788033120622	0.6127777134217709	0.0004197996067984916	True	4.42669523839572	DOWN	False
18 - QRICH1	0.00010463096958868157	0.638024273222126	0.0004244664080676737	True	4.963682546252984	DOWN	False
18 - ZMYM4	0.00010529566570294246	0.6092617847903303	0.00042627707382623205	True	4.375292290279716	DOWN	False
