gene	pval	dev_exp	fdr	significant	effect_size	regulation	pseudoDEG
18 - MYO1C	1.2164960130456315e-05	0.7164554922562059	0.00018451972240170978	True	5.871787309751043	DOWN	True
18 - ZNF530	1.0173594957585408e-05	0.7229625539458511	0.00018451972240170978	True	5.964540170727512	DOWN	True
18 - ZNF550	1.2400042418758694e-05	0.7151957887725394	0.00018451972240170978	True	5.84385972106094	DOWN	False
18 - ZNF587B	1.7519539374455384e-05	0.7027906213665254	0.00018451972240170978	True	5.67961584782186	DOWN	False
18 - ZNF85	1.2610431819437551e-05	0.7135019247256015	0.00018451972240170978	True	5.780597577941297	DOWN	False
18 - ZSCAN18	1.0260998345335004e-05	0.725144297978689	0.00018451972240170978	True	6.033641187930073	DOWN	True
15 - DNAH1	1.4484173130657751e-05	0.7070279522799592	0.00018451972240170978	True	5.6960532953506995	DOWN	False
15 - DYNC2H1	1.5252838881596453e-05	0.7014897489135241	0.00018451972240170978	True	5.5674597013152685	DOWN	False
15 - DYRK4	1.8613886711538186e-05	0.7129719776270764	0.00018451972240170978	True	5.94513756616345	DOWN	True
15 - ELL	1.647390204739807e-05	0.7079677660221215	0.00018451972240170978	True	5.772402067317412	DOWN	False
15 - EMSY	1.7225523831876366e-05	0.7142111004748295	0.00018451972240170978	True	5.942877475894367	DOWN	True
15 - ERMARD	8.865537169500115e-06	0.7300266560737574	0.00018451972240170978	True	6.093800446173084	DOWN	True
15 - ERMN	1.4347025184879847e-05	0.7022178695552417	0.00018451972240170978	True	5.54758038287578	DOWN	False
15 - EVI5	1.343018566235532e-05	0.7098855971848336	0.00018451972240170978	True	5.721456591066926	DOWN	False
15 - FAM213B	1.1686518986864236e-05	0.720958297041772	0.00018451972240170978	True	5.96424008643696	DOWN	True
15 - FARP1	9.721912822557854e-06	0.7226772839061713	0.00018451972240170978	True	5.922094181264263	DOWN	True
18 - SLC7A6	1.0833429488599222e-05	0.7283681448880377	0.00018451972240170978	True	6.150650928540205	DOWN	True
18 - SLX4	1.1587750486596882e-05	0.7188884209014386	0.00018451972240170978	True	5.916787702513699	DOWN	True
18 - SNUPN	1.2614776115471571e-05	0.7339249676749067	0.00018451972240170978	True	6.3733540213151825	DOWN	True
18 - SPAG1	1.2891098405853896e-05	0.7210979743473367	0.00018451972240170978	True	6.027588853794679	DOWN	True
18 - SPDL1	1.8719938742695064e-05	0.6904645823437807	0.00018451972240170978	True	5.367770055984674	DOWN	False
18 - NRP2	1.1636983911600396e-05	0.7154361138010953	0.00018451972240170978	True	5.817071303745451	DOWN	False
18 - NTNG2	1.02116067096647e-05	0.7277842615756316	0.00018451972240170978	True	6.106919615611944	DOWN	True
18 - PEX10	1.0393437786748727e-05	0.7245956169148108	0.00018451972240170978	True	6.022628362559923	DOWN	True
18 - PIK3C2B	1.429033973132654e-05	0.7065807841546942	0.00018451972240170978	True	5.658474318627013	DOWN	False
18 - PLPP1	1.1869559733201918e-05	0.7157792788678071	0.00018451972240170978	True	5.837974039593433	DOWN	False
18 - POLR1C	2.0372578808935948e-05	0.6769767225238297	0.00018451972240170978	True	5.046722202177753	DOWN	False
18 - PPME1	1.7944136552094925e-05	0.7096342362468904	0.00018451972240170978	True	5.87124931237234	DOWN	True
15 - FASTKD1	1.1026512176992576e-05	0.7178707555158854	0.00018451972240170978	True	5.850271581412273	DOWN	False
15 - FBF1	1.0654522593522842e-05	0.7264470041096917	0.00018451972240170978	True	6.07500211766776	DOWN	True
15 - FBXO45	2.1773327243401752e-05	0.695067027803907	0.00018451972240170978	True	5.558934254094079	DOWN	False
15 - FER	1.5544166656167313e-05	0.7117903719471969	0.00018451972240170978	True	5.841782929910463	DOWN	False
15 - FHOD1	2.0628390656751705e-05	0.6921995680758409	0.00018451972240170978	True	5.481761954426604	DOWN	False
15 - GAB3	1.5039135923933244e-05	0.7113350450762836	0.00018451972240170978	True	5.825226478643641	DOWN	False
15 - GNAO1	1.3214797788485555e-05	0.7083931461341436	0.00018451972240170978	True	5.682973902302994	DOWN	False
15 - GORAB	1.191237192188499e-05	0.7181981694358425	0.00018451972240170978	True	5.90094182887966	DOWN	True
15 - HEG1	2.0234934006158056e-05	0.6884866804874853	0.00018451972240170978	True	5.355703390660649	DOWN	False
15 - HIST1H2BC	1.9367944150139316e-05	0.6942264358644537	0.00018451972240170978	True	5.4991418631330085	DOWN	False
15 - HPSE	1.4704428081935284e-05	0.7075853944838362	0.00018451972240170978	True	5.701888204817725	DOWN	False
15 - HS3ST3B1	1.5133910800324557e-05	0.7153126658961675	0.00018451972240170978	True	5.921742071842871	DOWN	True
15 - IL11RA	1.945551135051904e-05	0.702201319396762	0.00018451972240170978	True	5.689004781013284	DOWN	False
15 - INF2	1.7611255278437987e-05	0.7146582419309775	0.00018451972240170978	True	5.970661372130753	DOWN	True
15 - ITPRIPL1	1.0084084152151007e-05	0.7240580367682541	0.00018451972240170978	True	5.98745557436687	DOWN	True
15 - JAK2	1.5865287543603834e-05	0.7117279708077338	0.00018451972240170978	True	5.853972990652255	DOWN	False
15 - ZNF512B	1.4681467763399958e-05	0.7112220235311452	0.00018451972240170978	True	5.798206515461332	DOWN	False
15 - ZNF526	1.118568863023306e-05	0.7162787572662026	0.00018451972240170978	True	5.814419059951318	DOWN	False
15 - ZNF551	1.1001104503582937e-05	0.726310842128989	0.00018451972240170978	True	6.0816693034914024	DOWN	True
15 - ZNF577	1.4013351211317193e-05	0.7049492994963769	0.00018451972240170978	True	5.614749570762069	DOWN	False
15 - ZNF592	1.2547356514125418e-05	0.7200622021526737	0.00018451972240170978	True	5.961157106827597	DOWN	True
15 - ZNF664	1.8443196726836142e-05	0.6935946824836507	0.00018451972240170978	True	5.447161933644942	DOWN	False
15 - ZNF680	1.5503977605968444e-05	0.7064395052176136	0.00018451972240170978	True	5.69389262639326	DOWN	False
15 - ZNF76	1.94568986876531e-05	0.7092614356272208	0.00018451972240170978	True	5.865644106278489	DOWN	False
15 - ZNF773	1.1815306075746435e-05	0.7230793095676105	0.00018451972240170978	True	6.02596933755934	DOWN	True
15 - ZNF79	1.0787573920256754e-05	0.7198195126246312	0.00018451972240170978	True	5.90383921044471	DOWN	True
18 - PUS3	1.674933265072287e-05	0.6993421609922428	0.00018451972240170978	True	5.542417423989098	DOWN	False
18 - RFC5	2.0645196320612236e-05	0.6872964191043791	0.00018451972240170978	True	5.333957706151903	DOWN	False
18 - RFWD3	1.8315278613290076e-05	0.6871513792981554	0.00018451972240170978	True	5.257857513100535	DOWN	False
18 - RIC8B	1.1198178345717125e-05	0.7284214720954907	0.00018451972240170978	True	6.170227537684718	DOWN	True
18 - SCAP	1.7543682168219554e-05	0.714977092407135	0.00018451972240170978	True	6.001582767388906	DOWN	True
18 - SERAC1	1.702032393680053e-05	0.7032210066201043	0.00018451972240170978	True	5.677745087731286	DOWN	False
18 - SERPINB8	1.9293446914092627e-05	0.6828137193595887	0.00018451972240170978	True	5.164345211975246	DOWN	False
18 - SH3BP5-AS1	9.967889529560736e-06	0.7261753343584627	0.00018451972240170978	True	6.049255531622321	DOWN	True
18 - SIK2	2.111494047463136e-05	0.6980758031195754	0.00018451972240170978	True	5.652125077808881	DOWN	False
18 - SLC25A20	1.886228717262739e-05	0.7160274837680687	0.00018451972240170978	True	6.051844392744376	DOWN	True
18 - SLC43A1	1.0166052074711551e-05	0.7268626649975898	0.00018451972240170978	True	6.078879524532633	DOWN	True
15 - KANK1	1.83239643568589e-05	0.6991564667847595	0.00018451972240170978	True	5.594642686238776	DOWN	False
15 - KIR3DX1	9.74115292784461e-06	0.7281017507894026	0.00018451972240170978	True	6.083396528519995	DOWN	True
15 - LANCL1	2.156884693704786e-05	0.6938871232940043	0.00018451972240170978	True	5.5379316009399115	DOWN	False
15 - LMBR1	1.901231987000429e-05	0.7064893618290042	0.00018451972240170978	True	5.788696011894209	DOWN	False
15 - LNX2	9.471254486137504e-06	0.7363659605009116	0.00018451972240170978	True	6.306900546806736	DOWN	True
15 - LONRF1	1.0938543406391332e-05	0.7255163347771051	0.00018451972240170978	True	6.056391743543495	DOWN	True
15 - LRRC27	9.512802617628324e-06	0.7293639254802197	0.00018451972240170978	True	6.114763230984215	DOWN	True
15 - MCM4	2.131934543669889e-05	0.6974677882582665	0.00018451972240170978	True	5.611338165599097	DOWN	False
15 - METTL13	1.122763979488628e-05	0.7316926388599273	0.00018451972240170978	True	6.247015402715897	DOWN	True
15 - METTL22	1.842968164544878e-05	0.6921320877889824	0.00018451972240170978	True	5.411395726382929	DOWN	False
15 - MSANTD2	1.2751721547132888e-05	0.715444188959369	0.00018451972240170978	True	5.860282690202246	DOWN	False
15 - MTBP	1.5048056465571946e-05	0.7030041517892931	0.00018451972240170978	True	5.602460455748306	DOWN	False
15 - MYEF2	1.244546849799022e-05	0.713794112082299	0.00018451972240170978	True	5.795634725211711	DOWN	False
15 - NANP	1.5537326337522472e-05	0.7029258618826522	0.00018451972240170978	True	5.60452826277909	DOWN	False
15 - NBPF12	1.4141023937819241e-05	0.7063296222517155	0.00018451972240170978	True	5.6479145764004	DOWN	False
15 - NOP9	1.4294856779506482e-05	0.7049772136296045	0.00018451972240170978	True	5.627457206403417	DOWN	False
15 - OTUD7B	1.1130696957128983e-05	0.7214838611525654	0.00018451972240170978	True	5.957642691306079	DOWN	True
18 - TRMT61A	1.6173679361464188e-05	0.7101193937406671	0.00018451972240170978	True	5.833135206206932	DOWN	False
18 - UBE2T	1.0907922885272647e-05	0.7217752697007029	0.00018451972240170978	True	5.967716345392766	DOWN	True
18 - VPS50	2.0662206844046516e-05	0.7104402300548973	0.00018451972240170978	True	5.947155873182724	DOWN	True
18 - WDR4	1.0966786601396272e-05	0.7210635143251629	0.00018451972240170978	True	5.950036611837167	DOWN	True
18 - WIZ	1.333546383264217e-05	0.7145522030138226	0.00018451972240170978	True	5.864649976051842	DOWN	False
15 - ZNF460	1.5165845352882457e-05	0.7051735159222405	0.00018451972240170978	True	5.647374572383907	DOWN	False
6 - XXYLT1	1.910300923890773e-05	0.6884909447619685	0.00018451972240170978	True	5.324711190272301	DOWN	False
6 - ZNF461	1.5859525671069186e-05	0.7028936521078966	0.00018451972240170978	True	5.63104260099117	DOWN	False
15 - ZNF512	1.536487189746083e-05	0.7153123723685486	0.00018451972240170978	True	5.937651208265696	DOWN	True
15 - PCSK5	2.1444273881843223e-05	0.6900146405915961	0.00018451972240170978	True	5.428251760928777	DOWN	False
15 - PFAS	1.554469176179296e-05	0.70178443754938	0.00018451972240170978	True	5.57673814103203	DOWN	False
15 - PIP4K2C	1.165681887271841e-05	0.7194497234899855	0.00018451972240170978	True	5.92837322806388	DOWN	True
15 - PLD2	1.4691183427784082e-05	0.7045979490287404	0.00018451972240170978	True	5.632813619774741	DOWN	False
15 - PLEKHG3	2.0739681220072193e-05	0.6948164720116248	0.00018451972240170978	True	5.5447682133010545	DOWN	False
15 - POLE	1.1476763273510215e-05	0.7164268103707349	0.00018451972240170978	True	5.822187575435458	DOWN	False
15 - PPARGC1B	1.4801724376289904e-05	0.7017353198043663	0.00018451972240170978	True	5.55594464192201	DOWN	False
15 - PRR5L	9.86233698785366e-06	0.7250158873240006	0.00018451972240170978	True	6.001810908780726	DOWN	True
15 - RAI1	1.866557148910708e-05	0.693196862502208	0.00018451972240170978	True	5.450275448290106	DOWN	False
15 - WDR35	1.1580504795438706e-05	0.7175593464321348	0.00018451972240170978	True	5.874990096912045	DOWN	True
15 - WWC3	8.406490637824504e-06	0.7488697202258856	0.00018451972240170978	True	6.629011377728956	DOWN	True
15 - XYLT1	1.3836109853837542e-05	0.7094176019917842	0.00018451972240170978	True	5.73235482087168	DOWN	False
15 - YIPF2	1.928128326944556e-05	0.7025518924309202	0.00018451972240170978	True	5.689177204118952	DOWN	False
15 - ZBTB48	9.569395593600483e-06	0.7321089782807167	0.00018451972240170978	True	6.190778209721378	DOWN	True
15 - ZC3H10	1.2850588398727325e-05	0.7112376857969261	0.00018451972240170978	True	5.748020296441736	DOWN	False
15 - ZCCHC14	1.7903631703841683e-05	0.6992658697270213	0.00018451972240170978	True	5.581508015678014	DOWN	False
15 - ZNF18	1.0149479856669252e-05	0.7235289001535649	0.00018451972240170978	True	5.975204593731502	DOWN	True
18 - TAF1C	1.4538628791860297e-05	0.7163893747386785	0.00018451972240170978	True	5.956165074241254	DOWN	True
18 - TRIT1	1.2708605022671016e-05	0.7149399270509793	0.00018451972240170978	True	5.850670250649136	DOWN	False
15 - TIMM21	1.088313997943402e-05	0.7226724214868432	0.00018451972240170978	True	5.977568876308649	DOWN	True
15 - TMOD2	2.1045495851135243e-05	0.6916168958065254	0.00018451972240170978	True	5.471728744415668	DOWN	False
15 - TOP3B	1.827073592919337e-05	0.7092260884497599	0.00018451972240170978	True	5.84472334236664	DOWN	False
15 - TPCN1	1.2913398450997704e-05	0.7154008469418838	0.00018451972240170978	True	5.853504483845555	DOWN	False
15 - TPPP3	1.1390804734778825e-05	0.7164339628392989	0.00018451972240170978	True	5.83395241695432	DOWN	False
15 - TRAF3IP1	1.4363981468701326e-05	0.7102987950641484	0.00018451972240170978	True	5.756297430947224	DOWN	False
15 - TRIM66	1.3930951546003989e-05	0.7063919796773663	0.00018451972240170978	True	5.648153258947277	DOWN	False
15 - TRMT12	1.0961627388339501e-05	0.7214135059889167	0.00018451972240170978	True	5.94779428193852	DOWN	True
15 - TTC5	1.9798438658402695e-05	0.6973465291270016	0.00018451972240170978	True	5.57295491456689	DOWN	False
15 - TTL	1.2791488954722041e-05	0.7268899740089472	0.00018451972240170978	True	6.1660541633939685	DOWN	True
15 - UNC119B	1.2268889210576006e-05	0.7143965616961108	0.00018451972240170978	True	5.807163036835997	DOWN	False
15 - URB1	1.3095418281650062e-05	0.707962199919342	0.00018451972240170978	True	5.6471889114442435	DOWN	False
15 - USP28	1.904280991182894e-05	0.7113118159210352	0.00018451972240170978	True	5.9121905703511075	DOWN	True
15 - USP45	1.285461333133675e-05	0.7147434654660888	0.00018451972240170978	True	5.843587401958301	DOWN	False
15 - UST	1.1335640604182018e-05	0.7170800388765228	0.00018451972240170978	True	5.850022801922084	DOWN	False
15 - VARS	1.3331415909756394e-05	0.7126687429543577	0.00018451972240170978	True	5.784384382626135	DOWN	False
15 - SARM1	1.270237646378014e-05	0.7127736231502073	0.00018451972240170978	True	5.7729078224595245	DOWN	False
15 - SAYSD1	2.108912570542021e-05	0.7086793938940841	0.00018451972240170978	True	5.887792424363147	DOWN	True
15 - SEC61A2	1.3127687209624206e-05	0.7211645301920255	0.00018451972240170978	True	6.017768717987065	DOWN	True
15 - SLC15A2	1.1254531285476155e-05	0.7172232475955288	0.00018451972240170978	True	5.850319416466923	DOWN	False
15 - SLC22A17	1.2345952479342337e-05	0.7155656915681335	0.00018451972240170978	True	5.850561479759778	DOWN	False
15 - SLC25A17	9.715051473735414e-06	0.7271738328456787	0.00018451972240170978	True	6.050849923605599	DOWN	True
15 - SNAPC3	1.3200235244870129e-05	0.7275849907337291	0.00018451972240170978	True	6.194246912480378	DOWN	True
15 - SNED1	2.0305790664143508e-05	0.6912089264085737	0.00018451972240170978	True	5.422894390083695	DOWN	False
15 - SNX8	1.321155924705053e-05	0.7072458826612411	0.00018451972240170978	True	5.644104237696401	DOWN	False
15 - SPECC1L	1.540930728549661e-05	0.7074165857841178	0.00018451972240170978	True	5.733974297289271	DOWN	False
15 - TCF19	1.5711837869525347e-05	0.7047170326746124	0.00018451972240170978	True	5.671455122987437	DOWN	False
15 - THAP3	1.9093631201561045e-05	0.7020050637147022	0.00018451972240170978	True	5.683393819717426	DOWN	False
6 - KLHL26	1.1684351354346312e-05	0.7190744558936211	0.00018451972240170978	True	5.927901113663621	DOWN	True
6 - BMP8B	1.9382768822517882e-05	0.6933730299324562	0.00018451972240170978	True	5.493858265801073	DOWN	False
6 - C17orf51	1.2340570870406076e-05	0.7152364794062271	0.00018451972240170978	True	5.850201972605889	DOWN	False
6 - CAMSAP2	1.1807958741893998e-05	0.7171850517995253	0.00018451972240170978	True	5.881509107786985	DOWN	True
6 - CPT1B	1.1804586720787213e-05	0.7173790823183086	0.00018451972240170978	True	5.886793888931331	DOWN	True
6 - PIK3R2	1.4462957323546632e-05	0.7068612285596969	0.00018451972240170978	True	5.700328929115389	DOWN	False
6 - SIMC1	1.2044982896086687e-05	0.7263346154633721	0.00018451972240170978	True	6.142185617840056	DOWN	True
6 - SLC18B1	1.1856038716562267e-05	0.7141223444122073	0.00018451972240170978	True	5.781064841836798	DOWN	False
6 - SLC22A5	1.546212502911981e-05	0.7033087886215668	0.00018451972240170978	True	5.63872680155164	DOWN	False
6 - TJP3	1.4871033511942855e-05	0.7103364918149702	0.00018451972240170978	True	5.797524525165373	DOWN	False
6 - TLCD2	1.222565823633115e-05	0.7154717566376363	0.00018451972240170978	True	5.851128742005354	DOWN	False
18 - ABHD17C	1.0913432101467002e-05	0.720657568697433	0.00018451972240170978	True	5.934745314177574	DOWN	True
10 - TTLL3	2.2895833964420298e-05	0.6835959980549355	0.00018488805059255903	True	5.316081401829773	DOWN	False
15 - TTI2	2.3418844369182956e-05	0.7020695686669975	0.00018488805059255903	True	5.756254335835798	DOWN	False
6 - VPS52	2.2466696924405838e-05	0.6990976488508921	0.00018488805059255903	True	5.68175470141953	DOWN	False
15 - AP1B1	2.3665670475847556e-05	0.6915515289209027	0.00018488805059255903	True	5.501678283729778	DOWN	False
18 - ELOVL6	2.3634877642009222e-05	0.6742786565317407	0.00018488805059255903	True	5.06529129445502	DOWN	False
18 - FAM20B	2.2087216756117023e-05	0.6967894744424837	0.00018488805059255903	True	5.6361448548779345	DOWN	False
18 - FZR1	2.277498020863966e-05	0.6854004617144197	0.00018488805059255903	True	5.339490348628579	DOWN	False
18 - FH	2.332362508028485e-05	0.6971629848102434	0.00018488805059255903	True	5.642567815323313	DOWN	False
15 - KLHL42	2.2370303730756547e-05	0.6972886612793437	0.00018488805059255903	True	5.61938912141955	DOWN	False
15 - CEACAM21	2.3316281698715358e-05	0.6970050947407294	0.00018488805059255903	True	5.638963481597232	DOWN	False
15 - MGST1	2.2780863250360106e-05	0.6826486919045295	0.00018488805059255903	True	5.288304344003837	DOWN	False
15 - LMTK2	2.28468955822958e-05	0.6800660828594736	0.00018488805059255903	True	5.202790216685108	DOWN	False
15 - PPP1R12B	2.343060020726373e-05	0.6866832204995104	0.00018488805059255903	True	5.390737573706343	DOWN	False
15 - PRMT5	2.311057696380292e-05	0.7001353702164697	0.00018488805059255903	True	5.716513955558	DOWN	False
15 - GPR137	2.223018691438483e-05	0.6966393088841796	0.00018488805059255903	True	5.61758599368719	DOWN	False
15 - ZNF821	2.2295301330688133e-05	0.7021222681568435	0.00018488805059255903	True	5.74280993783433	DOWN	False
15 - SREBF1	2.288061408428632e-05	0.6959703670657027	0.00018488805059255903	True	5.5987119676936645	DOWN	False
15 - TGIF2	2.3593841613656075e-05	0.6851947531661513	0.00018488805059255903	True	5.350080365729748	DOWN	False
15 - SMYD4	2.3066004533389695e-05	0.6994239417420873	0.00018488805059255903	True	5.687527379113351	DOWN	False
15 - CD200R1	2.308871419198777e-05	0.6917333890779602	0.00018488805059255903	True	5.505586412518827	DOWN	False
15 - C2CD3	2.3826578390617748e-05	0.6931662756497846	0.00018542084350675289	True	5.546818212028503	DOWN	False
15 - WNT10A	2.447014116235824e-05	0.6876256126131545	0.00018682317291708695	True	5.437459190509288	DOWN	False
15 - CEP128	2.562306492392974e-05	0.7090800652820066	0.00018682317291708695	True	5.974829087972301	DOWN	True
15 - DICER1-AS1	2.5251264726744438e-05	0.6928941786596146	0.00018682317291708695	True	5.572019399653091	DOWN	False
15 - ZMAT3	2.4486127162881566e-05	0.6989301917386019	0.00018682317291708695	True	5.713368385111168	DOWN	False
15 - XPNPEP1	2.4777670442288624e-05	0.6953463625566938	0.00018682317291708695	True	5.6242703379768235	DOWN	False
15 - PRKCZ	2.671571372714343e-05	0.6841112168842571	0.00018682317291708695	True	5.388131002674372	DOWN	False
6 - ZNF222	2.667763232244713e-05	0.6786683443549868	0.00018682317291708695	True	5.281158288514674	DOWN	False
15 - KDM5B	2.4639974239071272e-05	0.6860340598449333	0.00018682317291708695	True	5.378348664261545	DOWN	False
18 - XRCC1	2.4825078544954415e-05	0.6991469071704783	0.00018682317291708695	True	5.742015350208201	DOWN	False
15 - UBIAD1	2.662170060785396e-05	0.7029854830540513	0.00018682317291708695	True	5.837823405395336	DOWN	False
18 - STK38L	2.5463824074867247e-05	0.6853431910547396	0.00018682317291708695	True	5.3930264522321	DOWN	False
18 - NFE2L1	2.608186366426235e-05	0.698434959967569	0.00018682317291708695	True	5.753116410551084	DOWN	False
18 - SMARCAL1	2.5415313377519233e-05	0.6793845267604015	0.00018682317291708695	True	5.240548571211235	DOWN	False
15 - FEM1C	2.6040607144395267e-05	0.6962089409628418	0.00018682317291708695	True	5.667169040276014	DOWN	False
15 - GOLGA5	2.5289267324590803e-05	0.6944952384556633	0.00018682317291708695	True	5.605957414269728	DOWN	False
15 - IFFO1	2.535647820955944e-05	0.6971071200735575	0.00018682317291708695	True	5.67984341880751	DOWN	False
18 - CPSF1	2.50630768277027e-05	0.6695673901698833	0.00018682317291708695	True	4.9793131622582	DOWN	False
19 - TAOK1	2.634528805955938e-05	0.6814202996927443	0.00018682317291708695	True	5.297505738127259	DOWN	False
15 - EPG5	2.595811028405226e-05	0.684839782734046	0.00018682317291708695	True	5.383589756051581	DOWN	False
15 - GPR82	2.648434388197174e-05	0.6850214037785178	0.00018682317291708695	True	5.38995045673212	DOWN	False
15 - RAD54L2	2.520063597222233e-05	0.6876417093709688	0.00018682317291708695	True	5.43847952853694	DOWN	False
18 - BCL2L12	2.652005294812021e-05	0.6838741887719486	0.00018682317291708695	True	5.372541962522038	DOWN	False
15 - ABCD2	2.5070740166666106e-05	0.6965821945869362	0.00018682317291708695	True	5.657329032471926	DOWN	False
6 - HS6ST1	2.552131282640424e-05	0.6837585744145989	0.00018682317291708695	True	5.376779587217708	DOWN	False
15 - ATP6V1E2	2.5866635686488948e-05	0.6787673614184557	0.00018682317291708695	True	5.234155697355271	DOWN	False
15 - BRPF1	2.6215051951328228e-05	0.6761786903606791	0.00018682317291708695	True	5.178097153072655	DOWN	False
6 - ARFIP2	2.4313658110730607e-05	0.6745909692227255	0.00018682317291708695	True	5.073795117380823	DOWN	False
6 - ZNF786	2.471483092414406e-05	0.689207964982454	0.00018682317291708695	True	5.502155607493071	DOWN	False
15 - ZNF692	2.6382269393443458e-05	0.6960797461328676	0.00018682317291708695	True	5.659092036517981	DOWN	False
15 - TLR2	2.699153315632863e-05	0.6745020218319406	0.00018809430770960718	True	5.163751049114807	DOWN	False
15 - TRIM41	2.712729851639395e-05	0.7034169603029308	0.000188384017474958	True	5.853981821478182	DOWN	False
15 - ZC3H7B	2.8185037730943385e-05	0.6719863161051833	0.00018979823387840663	True	5.105305386239011	DOWN	False
18 - ZNF529	2.814472180057148e-05	0.6747945978736516	0.00018979823387840663	True	5.1775166669630215	DOWN	False
18 - SLC12A6	2.779492720250687e-05	0.6829212976420669	0.00018979823387840663	True	5.368941834636457	DOWN	False
15 - PLA2G6	2.8128286108874967e-05	0.6750893196273973	0.00018979823387840663	True	5.190727834256107	DOWN	False
15 - PSMD5	2.773520797227924e-05	0.6802495525020937	0.00018979823387840663	True	5.3004517643332845	DOWN	False
15 - ASCC1	2.773141587464334e-05	0.6845559856694833	0.00018979823387840663	True	5.411792852523085	DOWN	False
15 - ETAA1	2.7923665040785473e-05	0.6801684630653011	0.00018979823387840663	True	5.31316249624601	DOWN	False
18 - MTA3	2.770628831272326e-05	0.6675310008094182	0.00018979823387840663	True	4.988059592719189	DOWN	False
6 - SLC41A3	2.8040784347926895e-05	0.6873586666271567	0.00018979823387840663	True	5.488321588880915	DOWN	False
15 - TMEM39A	2.8576908118638222e-05	0.6768572665820434	0.0001917913296552901	True	5.246668313489289	DOWN	False
18 - CEP44	2.8681330563551377e-05	0.6847216286096061	0.0001918483649735878	True	5.432285759576472	DOWN	False
15 - MRS2	2.9157206189345253e-05	0.6805567801346651	0.0001924568065303317	True	5.328844044148329	DOWN	False
15 - GDAP2	2.8990189625099916e-05	0.6847888699544642	0.0001924568065303317	True	5.43567972760226	DOWN	False
18 - PDZD4	2.9154501825723322e-05	0.6866362183303796	0.0001924568065303317	True	5.485563993140321	DOWN	False
15 - ADAL	2.898726727840195e-05	0.688191077744216	0.0001924568065303317	True	5.508309605160614	DOWN	False
18 - PSMD5	2.9280474367898712e-05	0.6794031013173361	0.00019263469978880732	True	5.316348639124926	DOWN	False
15 - SLC16A1-AS1	2.9478061430832092e-05	0.6773541955354292	0.00019266706817537316	True	5.255896346146451	DOWN	False
15 - SH3BP2	2.94101164580729e-05	0.6800043147887223	0.00019266706817537316	True	5.317516636354843	DOWN	False
18 - DNAJC11	3.063391401803006e-05	0.6515807712639082	0.0001953176149500494	True	4.639508043087836	DOWN	False
15 - CAMKMT	3.076252435463278e-05	0.6844185700552221	0.0001953176149500494	True	5.452266176818774	DOWN	False
15 - ASH2L	3.0649929371184825e-05	0.6976534179808855	0.0001953176149500494	True	5.759836162380494	DOWN	False
18 - NELL2	3.0167250856139027e-05	0.6696969151325429	0.0001953176149500494	True	5.090801811422397	DOWN	False
6 - EDARADD	3.0695855485873835e-05	0.6874754553060767	0.0001953176149500494	True	5.526129786575434	DOWN	False
6 - MATN1-AS1	3.060086585893185e-05	0.6568334551650454	0.0001953176149500494	True	4.769860685733907	DOWN	False
15 - TPM1	3.074489410681558e-05	0.6834634952287855	0.0001953176149500494	True	5.421884051258584	DOWN	False
18 - CAPG	3.061702518847298e-05	0.707985645579934	0.0001953176149500494	True	6.021374968332471	DOWN	True
15 - MED24	3.0398249862284565e-05	0.6865874172734419	0.0001953176149500494	True	5.484305340515979	DOWN	False
18 - NOP14-AS1	3.1120017023211766e-05	0.6896184612978478	0.0001957587543418258	True	5.61310354868592	DOWN	False
6 - ZNF793	3.148435347577472e-05	0.6810668286859001	0.0001957587543418258	True	5.387953177823276	DOWN	False
18 - IL6ST	3.157419762167546e-05	0.6995686456201754	0.0001957587543418258	True	5.837093060267156	DOWN	False
15 - RUNDC1	3.142884845741545e-05	0.6957795558033493	0.0001957587543418258	True	5.727557118882218	DOWN	False
15 - SEC24A	3.12719123677363e-05	0.6879149445926972	0.0001957587543418258	True	5.532405727955359	DOWN	False
15 - SLC44A1	3.1547474342419335e-05	0.6743229081106137	0.0001957587543418258	True	5.221736295646704	DOWN	False
15 - SGSM2	3.1615038826204866e-05	0.6717259018357771	0.0001957587543418258	True	5.154000243647738	DOWN	False
15 - SARNP	3.1017566599511603e-05	0.693996835644799	0.0001957587543418258	True	5.674715451491455	DOWN	False
18 - ARHGEF12	3.194965607222766e-05	0.6947779875780999	0.00019603168592623098	True	5.736261850014838	DOWN	False
15 - ERCC8	3.1953164805975653e-05	0.6690717000094446	0.00019603168592623098	True	5.112693115467971	DOWN	False
15 - ULK1	3.176340738253458e-05	0.6731569590789075	0.00019603168592623098	True	5.19842211639547	DOWN	False
15 - HGS	3.206258869969947e-05	0.6872130583258369	0.0001961014599369998	True	5.535159781450361	DOWN	False
15 - FAM20B	3.223820837627844e-05	0.6722282101591901	0.00019657444131877098	True	5.185752218406232	DOWN	False
15 - APBA3	3.23849010092081e-05	0.693498904317554	0.00019686869914412218	True	5.682837969956499	DOWN	False
15 - CDK19	3.2488466745306255e-05	0.671171271032245	0.00019689979845640153	True	5.17304146879304	DOWN	False
15 - TBXAS1	3.276312308242435e-05	0.6700638356591784	0.00019717871975629016	True	5.1477650012990885	DOWN	False
15 - NT5C2	3.270009914491112e-05	0.6727847989121781	0.00019717871975629016	True	5.20687168318939	DOWN	False
