sample,pseudotime
CoV-3-Wilk,0.7191277654444654
CoV-34-Aruna,0.39608144540063045
CoV-36-Aruna,0.5510808616076741
CoV-4-Wilk,1.0
HD-1-Wilk,0.0
HD-20-Aruna,0.24826543449558444
HD-21-Aruna,0.21420078698881626
HD-4-Wilk,0.08420875484633054
